Original Rank,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Original Global_Sales,Global_Sales,Record Type,Year Source
9561,9557,Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.13,0.13,Original Data,Original Data
9580,9324,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9684,9325,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12,0.13,Original Data,Original Data
9717,9326,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
6072,6075,Dragon Ball Heroes: Ultimate Mission,3DS,2013,Misc,Namco Bandai Games,0,0,0.29,0,0.29,0.29,Original Data,Original Data
9444,9328,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9675,9329,Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
9509,9330,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9772,9331,Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
15124,15535,Test Drive Unlimited,PC,2007,Racing,Atari,0,0.02,0,0,0.02,0.02,Original Data,Original Data
9445,9333,Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9705,9334,Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.12,0,0,0.01,0.12,0.13,Original Data,Original Data
9318,9335,Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.11,0.01,0,0.01,0.14,0.13,Original Data,Original Data
9605,9336,Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9423,9337,Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.01,0.13,0.13,Original Data,Original Data
9432,9338,Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9642,9339,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9195,9576,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0,0.01,0.14,0.13,Original Data,Original Data
9206,9341,Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0,0,0.14,0.13,Original Data,Original Data
9624,9635,Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.11,0.01,0,0.01,0.13,0.13,Original Data,Original Data
9708,9343,Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9573,9344,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9470,9345,Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9373,9346,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0,0.01,0.13,0.13,Original Data,Original Data
9345,9347,Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9828,9348,Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9620,9349,Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0,0.13,0.13,Original Data,Original Data
14943,15561,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,0.01,0.01,0,0,0.02,0.02,Original Data,Original Data
9816,9637,Zubo,DS,2008,Misc,Electronic Arts,0.09,0.03,0,0.01,0.12,0.13,Original Data,Original Data
9540,9352,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9476,9353,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9618,9655,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.04,0,0.01,0.13,0.12,Original Data,Original Data
9613,9355,Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9603,9356,DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9584,9357,Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01,0.13,0.13,Original Data,Original Data
9629,9358,Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9711,9359,Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01,0.12,0.13,Original Data,Original Data
9742,9360,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,0.12,0.13,Original Data,Original Data
9322,9361,ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0,0,0.14,0.13,Original Data,Original Data
9442,9362,Family Fortunes,Wii,2009,Misc,Mindscape,0,0.12,0,0.01,0.13,0.13,Original Data,Original Data
14770,15562,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0,0,0.03,0.02,Original Data,Original Data
9403,9364,Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9766,9365,Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9502,9366,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9336,9367,Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9600,9368,Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9637,9369,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9428,9370,Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9558,9371,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13,0.13,Original Data,Original Data
9997,9695,Army Men: Soldiers of Misfortune,DS,2008,Shooter,Zoo Games,0.11,0,0,0.01,0.12,0.12,Original Data,Original Data
9307,9373,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.14,0.13,Original Data,Original Data
9853,9374,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9325,9375,Gladius,XB,2003,Strategy,Activision,0.1,0.03,0,0,0.14,0.13,Original Data,Original Data
9347,9376,Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9177,9377,Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0,0,0.14,0.13,Original Data,Original Data
9478,9378,Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9508,9379,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
6042,6147,Disney Infinity,3DS,2013,Action,Disney Interactive Studios,0.16,0.1,0,0.02,0.29,0.28,Original Data,Original Data
9406,9381,Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9727,9382,Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
9305,9383,Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,0.13,Original Data,Original Data
9704,9384,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9563,9385,Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9257,9386,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.01,0.14,0.13,Original Data,Original Data
9221,9387,Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.01,0.14,0.13,Original Data,Original Data
9473,9388,Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.1,0.02,0,0.01,0.13,0.13,Original Data,Original Data
9498,9389,Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9585,9390,High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9350,9391,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9398,9392,History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9503,9393,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9152,9394,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0,0,0.13,0,0.14,0.13,Original Data,Original Data
9702,9395,Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.05,0.07,0,0.01,0.12,0.13,Original Data,Original Data
9450,9396,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.08,0,0.02,0.13,0.13,Original Data,Original Data
9370,9397,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13,0.13,Original Data,Original Data
9363,9398,Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13,0.13,Original Data,Original Data
9602,9399,Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.03,0,0.01,0.13,0.13,Original Data,Original Data
9463,9400,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0,0.13,0.13,Original Data,Original Data
6395,6263,Batman: Arkham Origins Blackgate,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0,0.02,0.27,0.27,Original Data,Original Data
10032,9709,Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.11,0,0,0.01,0.11,0.12,Original Data,Original Data
9258,9403,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,0.13,Original Data,Original Data
9461,9404,Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9848,9405,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9391,9406,James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9415,9407,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9547,9408,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9652,9409,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
15454,15621,UFO: Trilogy,PC,2007,Strategy,Unknown,0,0.02,0,0,0.02,0.02,Original Data,Original Data
9484,9411,Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.01,0.1,0,0.02,0.13,0.13,Original Data,Original Data
9710,9412,Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12,0.13,Original Data,Original Data
9405,9413,Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9720,9757,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0,0,0.12,0,0.12,0.12,Original Data,Original Data
9385,9415,Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9510,9416,Last Bronx,SAT,1996,Fighting,Sega,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9644,9417,Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9734,9822,M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01,0.12,0.12,Original Data,Original Data
9562,9419,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13,0.13,Original Data,Original Data
9332,9420,Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13,0.13,Original Data,Original Data
9326,9421,Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.14,0.13,Original Data,Original Data
9560,9422,Legends of Wrestling,GC,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9593,9423,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01,0.13,0.13,Original Data,Original Data
9553,9424,LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9256,9425,Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0,0,0.01,0.14,0.13,Original Data,Original Data
6462,6416,Aikatsu! 2-nin no My Princess,3DS,2013,Action,Namco Bandai Games,0,0,0.26,0,0.26,0.26,Original Data,Original Data
9750,9828,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,0.12,Original Data,Original Data
9800,9428,Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
9780,9429,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,0.13,Original Data,Original Data
9814,9844,My Farm Around the World,DS,2008,Simulation,Atari,0.11,0,0,0.01,0.12,0.12,Original Data,Original Data
9718,9431,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
9999,9845,Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,0.11,0,0,0.01,0.11,0.12,Original Data,Original Data
9732,9433,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9520,9434,Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9261,9435,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0,0.14,0.13,Original Data,Original Data
6518,6460,Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,0.26,Original Data,Original Data
9466,9437,Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9641,9438,Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9443,9439,Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13,0.13,Original Data,Original Data
10185,9846,Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,0.08,0,0.03,0.01,0.11,0.12,Original Data,Original Data
9859,9887,Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,0.12,0.12,Original Data,Original Data
9457,9442,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9396,9443,MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9504,9444,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.11,0,0,0.02,0.13,0.13,Original Data,Original Data
9290,9445,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.11,0,0,0.02,0.14,0.13,Original Data,Original Data
9512,9446,Momotaro Douchuuki,SAT,1997,Misc,Hudson Soft,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9592,9447,Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9541,9448,Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9601,9449,Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9276,9450,MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.01,0.14,0.13,Original Data,Original Data
9731,9451,MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9843,9452,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
9460,9453,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9412,9454,My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9876,9919,Tecmo Bowl: Kickoff,DS,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.12,0.12,Original Data,Original Data
9400,9456,My Spanish Coach,PSP,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9548,9457,Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9422,9458,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9538,9459,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0,0,0.12,0.01,0.13,0.13,Original Data,Original Data
9458,9460,Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13,0.13,Original Data,Original Data
9451,9461,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9539,9462,NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,0.13,Original Data,Original Data
9228,9463,NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0,0.01,0.14,0.13,Original Data,Original Data
9471,9464,NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9393,9465,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9293,9466,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0,0.14,0.13,Original Data,Original Data
9482,9467,NBA Jam 2000,N64,1999,Sports,Acclaim Entertainment,0.12,0.01,0,0,0.13,0.13,Original Data,Original Data
9323,9468,NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.14,0.13,Original Data,Original Data
9616,9469,NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.13,0.13,Original Data,Original Data
9919,9942,USA Today Crossword Challenge,DS,2008,Puzzle,Destineer,0.11,0,0,0.01,0.12,0.12,Original Data,Original Data
9453,9471,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13,0.13,Original Data,Original Data
9409,9472,NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9344,9473,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,0.13,Original Data,Original Data
9358,9474,NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13,0.13,Original Data,Original Data
9505,9475,Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
9500,9476,NightCaster,XB,2002,Action,Microsoft Game Studios,0.1,0.03,0,0,0.13,0.13,Original Data,Original Data
9663,9477,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0,0.01,0.12,0.13,Original Data,Original Data
9975,9955,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,2008,Action,Takara Tomy,0,0,0.12,0,0.12,0.12,Original Data,Original Data
9524,9479,Nintendo Puzzle Collection,GC,2003,Puzzle,Unknown,0,0,0.13,0,0.13,0.13,Original Data - Year Corrected,MobyGames
9285,9480,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.14,0.13,Original Data,Original Data
9454,9481,No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0,0.01,0.13,0.13,Original Data,Original Data
9589,9482,Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9338,9483,Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,0.13,0,0.13,0.13,Original Data,Original Data
9740,9484,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12,0.13,Original Data,Original Data
9691,9485,Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0,0,0.01,0.12,0.13,Original Data,Original Data
9533,9486,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0,0.01,0.13,0.13,Original Data,Original Data
9875,9487,Onimusha: Blade Warriors,PS2,2003,Fighting,Capcom,0.06,0.05,0,0.02,0.12,0.13,Original Data,Original Data
9827,9958,Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,0.12,0.12,Original Data,Original Data
9639,9489,Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13,0.13,Original Data,Original Data
9526,9490,Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0,0.13,0.13,Original Data,Original Data
10520,9976,America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,0.11,Original Data,Original Data
9556,9492,Overlord: Raising Hell,PS3,2008,Action,Codemasters,0.07,0.04,0,0.02,0.13,0.13,Original Data,Original Data
9237,9493,PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.1,0,0.02,0.01,0.14,0.13,Original Data,Original Data
9591,9494,PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.12,0,0,0.01,0.13,0.13,Original Data,Original Data
10480,10023,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.1,0.11,Original Data,Original Data
